code	lc	product_name_ar	product_name_cs	product_name_de	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_it	product_name_nl	product_name_pt	generic_name_es	generic_name_fr	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	periods_after_opening	periods_after_opening_tags	origins	origins_tags	origin_cs	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_cs	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	energy_value	energy_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-dried_value	fruits-vegetables-nuts-dried_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_weight_measured	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_3_weight_measured	packaging_4_number_of_units	packaging_4_shape	nutriscore_grade_producer	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	data_sources
8410387100231	es					Magdalena con pepitas choco																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins			España	en:spain			0																							100g	100g			433	kcal	23	g	5.3	g	49	g	31	g			5.1	g	0.68	g	0.272	g	433	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	19	unknown		1		-5	-15	1	0		App - yuka, Apps
8412600013427	es					Magdalena con pepitas de chocolate																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins	Punto Verde	en:green-dot	España	en:spain			0																							100g	100g																																															en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	unknown		unknown		1		-5	-15	1	0		App - elcoco, Apps, App - El CoCo
8422823549191	es					Mini magdalenas pepitas de chocolate									300 g				Coviran	coviran		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins			España	en:spain			0																							100g	100g			436	kcal	22	g	11.4	g	54	g	19.6	g			5.6	g	0.72	g	0.288	g	436	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	22	unknown		1		-5	-15	1	0		App - elcoco, Apps, App - yuka, App - El CoCo
8424465929126	es					Muffins Realfooding																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Ecológico	en:organic	España	en:spain			0														"Huevo pasteurizado, harina de TRIGO espelta integral 21%, aceite de oliva virgen extra 15%, pasta de dátil, agua, chocolate
(cacao 85% mínimo) 3,9% (pasta de cacao, azúcar de coco**, manteca de cacao**, emulgente (E322)**), NUECES, cáscara de naranja, canela, copos
de AVENA, semillas de linaza dorada 0,4%, semillas de linaza marrón 0,4%, semillas de girasol 0,4%, semillas de chía 0,4%, sal, gasificantes (E450,
E500), almidón de TRIGO. **Ecológico"					Huevos, Gluten, Frutos de cáscara	en:eggs,en:gluten,en:nuts			100g	100g	1465	kJ	352	kcal	23	g	3.7	g	27	g	9.7	g	5.2	g	7.3	g	1.3	g	0.52	g	1465	kJ																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	c	9	unknown		1		-5	-15	1	0		
8437011987044	es					Mojicones pepitas									240 g				Luna	luna		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins			España	en:spain	Ahorramás	ahorramas	0							España	espana					wheat flour, sugar, sunflower oil, pasteurized egg, substitute chips 9% (sugar, fully hydrogenated vegetable fat (palm kernel), defatted cocoa powder, sunflower oil, emulsifier e322 (soybean), natural vanilla flavouring), stabilizer e422, stabilizer e420i, glucose/fructose, gasifier e450i, gasifier e500ii, preservative e270, preservative e202, salt, flavorings, corn starch, emulsifier e471, thickener e415,	harina de _trigo_, azúcar, aceite de girasol, _huevo_ pasteurizado, chips sucedáneos 9% (azúcar, grasa vegetal totalmente hidrogenada (palmiste), cacao desgrasado en polvo, aceite girasol, emulgente E322 (_soja_), aroma natural de vainilla), estabilizador E422, estabilizador E420i, glucosa/fructosa, gasificante E450i, gasificante E500ii, conservador E270, conservador E202, sal, aromas, almidón de maíz, emulsionante E471, espesante E415,					Huevos, Gluten, Soja	en:eggs,en:gluten,en:soybeans			100g	100g	1745.3	kJ	416	kcal	19.4	g	3.5	g	55.8	g	28.28	g			4.18	g	0.55	g	0.22	g	1745.3	kJ																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	16	unknown		1		-5	-15	1	0	-10	App - yuka, Apps, App - InFood
14042522	es					Bio-muffins aux chips de chocolat													Heras Bareche	heras-bareche		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-chip-muffins			España	en:spain			0																							100g	100g			427	kcal	19	g	4.2	g	58.1	g	33.9	g			5	g	0.7	g	0.28	g	427	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	19	d	27	1	23585	-5	-15	1	0		App - yuka, Apps
9870002802145	es					Magdalenas chocolate													e.leclerc	e-leclerc		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-chip-muffins	Punto Verde	en:green-dot	España	en:spain			0																							100g	100g			364	kcal	19	g	3.5	g	42	g	20	g			4.5	g	0.49	g	0.196	g	364	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	13	d	27	1	23585	-5	-15	1	0		App - yuka, Apps
8008698032824	es					Magdalenas con pepitas de chocolate													Schär	schar		Botanas, Snacks dulces, en:Specific products, Galletas y pasteles, en:Products for specific diets, Pasteles, Productos sin gluten, Muffins, Pasteles de chocolate, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:specific-products,en:biscuits-and-cakes,en:products-for-specific-diets,en:cakes,en:products-without-gluten,en:muffins,en:chocolate-cakes,en:chocolate-chip-muffins			España	en:spain			0																							100g	100g			428	kcal	21	g	4.2	g	54	g	30	g			4.8	g	0.81	g	0.324	g	428	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	18	d	27	1	23585	-5	-15	1	0		App - yuka, Apps
8435048228352	es					Magdalena chocolate																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins	Punto Verde	en:green-dot	España	en:spain			0																							100g	100g			431	kcal	23	g	5.5	g	49	g	22	g	0	g	5.3	g	1.19	g	0.476	g	431	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	19	unknown		1		-5	-15	1	0		App - Yuka, Apps
8410368041225	es					Muffins																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins	Punto Verde	en:green-dot	España	en:spain			0																							100g	100g			407	kcal	21	g	4.7	g	51	g	27	g			5	g	1	g	0.4	g	407	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	18	unknown		1		-5	-15	1	0		App - yuka, Apps
232849000000100190001903	es					Magdalenas de chocolate																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins			España	en:spain			0																							100g	100g			438	kcal	26	g	12	g	43	g	27	g	2	g	5.8	g					438	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	unknown		unknown		1		-5	-15	1	0		App - Yuka, Apps
8437020608039	es					Magdalena con pepitas de chocolate													veggie maai	veggie-maai		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins			España	en:spain			0																							100g	100g			307.21	kcal	11.35	g	1.46	g	48.64	g			2.61	g	4.44	g	0.02	g	0.008	g	307.21	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	unknown		unknown		1		-5	-15	1	0		App - yuka, Apps
8435042110660	es					Mini magdalenas con pepitas de chocolate									250 g				Don Dulce	don-dulce		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins			España	en:spain			0														Harina de TRIGO, aceite vegetal (soja), azúcar, HUEVOS, pepitas de chocolate 12,5% (azúcar, pasta de cacao, manteca de cacao, emulgente: lecitina de SOJA), humectantes (glicerina, sorbitol), dextrosa, gasificantes (carbonato de sodio, difosfato ácido cítrico), conservador (sorbato potásico), sal y aromas. Contiene: Gluten, huevo, y soja. Puede contener trazas de leche.				Farinha de TRIGO, óleo vegetal (soja), açúcar, OVOS, pepitas de chocolate 12,5%[açúcar, licor de cacau, manteiga de cacau, emulsionante: lecitina de SOJA), humidificantes (glicerol, sorbitóis), dextrose, levedantes (carbonatos de sodio, difosfatos e ácido cítrico), conservante (sorbato de potássio), sal e aromas Comém: Glúten, ovo, y soja. Pode conter vestígios de leite.	Huevos, Gluten, Soja	en:eggs,en:gluten,en:soybeans	Gluten, Leche, Soja	en:gluten,en:milk,en:soybeans	100g	100g	1798	kJ	428	kcal	22.5	g	5	g	50.3	g	22.4	g			4.7	g	0.7	g	0.28	g	1798	kJ																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	16	unknown		1		-5	-15	1	0		App - yuka, Apps, App - smoothie-openfoodfacts
8437000908036	es					Magdalenas de chocolate									250 g							Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas, en:Chocolate madeleines, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:madeleines,en:chocolate-madeleines,en:chocolate-muffins			España	en:spain			0																							100g	100g			437	kcal	26.55	g	8.12	g	42.23	g	4.49	g			7.42	g	0.44	g	0.176	g	437	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	14	d	28	1	24631	-5	-15	1	0		App - yuka, Apps
8437008666310	es					Magdalenas chocolate									350 g							Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:madeleines,en:chocolate-muffins	Sin gluten, Sin lactosa	en:no-gluten,en:no-lactose	España	en:spain			0																							100g	100g			427	kcal	23	g	3.3	g	50.4	g	24.5	g			3.1	g	0.42	g	0.168	g	427	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	14	c	58	1	24632	-5	-15	1	0		App - Yuka, Apps
8437008075716	es					Magdalenas de chocolate																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas, en:Chocolate madeleines, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:madeleines,en:chocolate-madeleines,en:chocolate-muffins			España	en:spain			0																							100g	100g			455	kcal	26.4	g	3.39	g	48	g	23.04	g			7.5	g	0	g	0	g	455	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	13	d	28	1	24631	-5	-15	1	0		App - yuka, Apps
8436529600551	es					Magdalenas de chocolate																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas, en:Chocolate madeleines, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:madeleines,en:chocolate-madeleines,en:chocolate-muffins	Ecológico, Ecológico UE, ES-ECO-025-NA	en:organic,en:eu-organic,en:es-eco-025-na	España	en:spain			0																							100g	100g																																															en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	unknown		c	43	1	24631	-5	-15	1	15		App - yuka, Apps
8414247000426	es					Muffins chocolate																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins			España	en:spain			0																							100g	100g			454	kcal	27.1	g	3.9	g	45	g	20.7	g			6.4	g	0.8	g	0.32	g	454	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	15	d	27	1	23585	-5	-15	1	0		App - yuka, Apps, App - El CoCo
8008698014035	en				Muffins choco			Muffins choco					Muffins au chocolat		260 g	Un muffin 65g	Plastic	en:plastic	Schär	schar		Snacks, Sweet snacks, Biscuits and cakes, Cakes, Muffins, Chocolate cakes, Chocolate muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins	No gluten, Crossed Grain Trademark, FACE, fr:IT-016-224	en:no-gluten,en:crossed-grain-trademark,es:face,fr:it-016-224	France, Spain	en:france,en:spain			0													eggs , sunflower oil, sugar, rice flour, chocolate 11% (cocoa 40%, sugar, cocoa paste, cocoa butter, cocoa, skimmed, powder), emulsifier (sunflower lecithin), flour of but, amide of but, fruit extracts (carob, apple), low-fat yogurt 4% ( milk ), cocoa powder 3%, emulsifier (mono-glycerides and di-glycerides of fatty acids, stearyl sodium lactylé, baking powder (tartrate mono-potassium, carbonate sodium acid glucono-delta-lactone,  rice starch, white d' egg powder , salt, thickener (gum xanthate, natural flavor),			"Œufs, huile de tournesol, sucre, farine de riz, chocolat 11% (cacao 40% min. - sucre, pâte de cacao, beurre de cacao, cacao écrémé en poudre), émulsifiant :  lécithine de tournesol), farine de maïs, amidon de maïs, extraits de fruits (caroube, pomme), yaourt maigre 4% (lait), cacao en poudre 3%, émulsifiants :  mono - et diglycérides d'acides gras, stéaryl de sodium lactylé, poudre à lever :  tartrate monopotassique, carbonate acide de sodium, glucono-delta-lactone ; amidon de riz, blanc d'œuf en poudre, sel, épaississant : gomme xanthate, arôme naturel."			Apple, Eggs, Milk	en:apple,en:eggs,en:milk	Lupin, Soybeans	en:lupin,en:soybeans	100g	100g			448	kcal	26	g	5	g	44	g	25	g	5.8	g	5.8	g	0.6	g	0.24	g	448	kcal							en:plastic																		en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	11	d	32		23585	-5	-10	1	0		App - yuka, Apps, App - InFood
20252823	de			Yogurt Chocolate Muffin Flavour				Yaourt choco Muffin							150 g	150g	Metall, Kunststoff, Wiederverwertbare Metalle, Aluminium, Karton	en:metal,en:plastic,en:recyclable-metals,en:aluminium,en:cardboard	McEnnedy	mcennedy		"Pflanzliche Lebensmittel und Getränke, Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Imbiss, en:Dairy substitutes, Desserts, Süßer Snack, Milchnachspeisen, Milchfreie Nachtische, Kekse und Kuchen, en:Fermented dairy desserts, Kuchen, Joghurt, Muffins, en:Flavoured fermented dairy desserts, Aromatisierte Joghurts"	en:plant-based-foods-and-beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:snacks,en:dairy-substitutes,en:desserts,en:sweet-snacks,en:dairy-desserts,en:non-dairy-desserts,en:biscuits-and-cakes,en:fermented-dairy-desserts,en:cakes,en:yogurts,en:muffins,en:flavoured-fermented-dairy-desserts,en:flavoured-yogurts	Nachhaltige Agrikultur, Hergestellt in Deutschland, UTZ Zertifiziert, UTZ Zertifizierter Kakao	en:sustainable-farming,en:made-in-germany,en:utz-certified,en:utz-certified-cocoa	Frankreich, Deutschland, Spanien, Schweiz	en:france,en:germany,en:spain,en:switzerland	Lidl	lidl	0							Deutschland	deutschland	DE NW-303 EC,DE BY-77723 EC	de-nw-303-ec,de-by-77723-ec									Gluten, Milch	en:gluten,en:milk	Schalenfrüchte, Erdnüsse	en:nuts,en:peanuts	100g	100g			133	kcal	3.9	g	2.4	g	19.5	g	16.9	g			4.3	g	0.15	g	0.06	g	133	kcal							en:aluminium						en:plastic					en:cardboard							en:milk-and-yogurt	en:milk-and-dairy-products,en:milk-and-yogurt		unknown	c	4	b	79		19575	-5	-14	1	10		App - yuka, Apps, App - elcoco, App - El CoCo, App - Open Food Facts, App - smoothie-openfoodfacts
7790077000098	es					Magdalenas chocolate													Pozo	pozo		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins			España	en:spain			0																							100g	100g																																															en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	unknown		d	27	1	23585	-5	-15	1	0		App - El CoCo, Apps
8436008300194	es					Magdalenas de chocolate													Proceli	proceli		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas, en:Chocolate madeleines, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:madeleines,en:chocolate-madeleines,en:chocolate-muffins	Sin gluten	en:no-gluten	España	en:spain			0																							100g	100g			449	kcal	26	g	4.5	g	48	g	27	g			3.8	g	1.1	g	0.44	g	449	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	18	d	28	1	24631	-5	-15	1	0		App - elcoco, Apps, App - yuka, App - El CoCo
8411537015023	es					Mini Muffins																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			462	kcal	22	g	3.5999999046326	g	56	g	28	g			8.1999998092651	g	0.46000000834465	g	0.18400000333786	g	462	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	16	unknown		1		-5	-15	1	0		App - yuka, Apps
8435037840077	es					Magdalenas gigantes espelta ecológicas con chips de chocolate									72 g	72g			sol natural	sol-natural		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins	Ecológico, Ecológico UE, ES-ECO-019-CT	en:organic,en:eu-organic,en:es-eco-019-ct	España	en:spain			0														harina de TRIGO ESPELTA* (27%), azúcar moreno de caña integral, aceite de girasol&quot;, HUEVO&quot;, chips de chocolate&quot; (11%) [azúcar, cacao, manteca de cacao, lecitina de girasol y vainilla], agua, LECHE en polvo&quot;, jarabe de agave, gluten de TRIGO*, gasificante (bicarbonato sódico),. emulgente (goma guar), aroma de limón, fermentos y corrector de acidez (ácido láctico)					Huevos, Gluten, Leche	en:eggs,en:gluten,en:milk	Frutos de cáscara, Granos de sésamo, Soja	en:nuts,en:sesame-seeds,en:soybeans	100g	100g			456	kcal	25	g	5	g	51	g	24	g	1.3	g	6.2	g	0.8	g	0.32	g	456	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	16	c	42	1	23585	-5	-15	1	15		App - yuka, Apps, App - Open Food Facts
2384754001000	es					Muffin chocolate													mercadona	mercadona		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins			España	en:spain			0																							100g	100g			400	kcal	50	g	35	g	48	g	5	g			5	g	5	g	2	g	400	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	25	d	27	1	23585	-5	-15	1	0		App - yuka, Apps
8412600014080	es										Little Bites Mini Muffins			Bolo com Pepitas (12%) de Chocolate	47 g	47g			Bimbo	bimbo		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Nuevo	en:new	Portugal, España	en:portugal,en:spain			0																							100g	100g	1707	kJ	407	kcal	18	g	3.9	g	55	g	35	g	2.8	g	4.5	g	0.47	g	0.188	g	1707	kJ																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	15	unknown		1		-5	-15	1	0		App - yuka, Apps, App - El CoCo
2004060008585	es					Mini muffins de chocolate																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Agricultura sustentable, Certificado UTZ, UTZ Certified Cocoa	en:sustainable-farming,en:utz-certified,en:utz-certified-cocoa	España	en:spain			0																							100g	100g			409	kcal	22	g	6.5	g	47	g	25	g			5.7	g	0.83	g	0.332	g	409	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	19	unknown		1		-5	-15	1	10		App - yuka, Apps
1234567890180	es					Magdalenas con chocolate									550 g				Panaderia horno de leña	panaderia-horno-de-lena		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks dulces, Cereales y derivados, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas de chocolate	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:sweet-snacks,en:cereals-and-their-products,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins			España	en:spain			0																							100g	100g			393	kcal	16	g	2.6	g	58	g	20.3	g			3.5	g	0.63	g	0.252	g	393	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	12	d	27	1	23585	-5	-15	1	0		App - yuka, Apps
8437008666419	es					Magdalenas chocolate													mdalen	mdalen		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins	Punto Verde, Sin lactosa	en:green-dot,en:no-lactose	España	en:spain			0																							100g	100g			419	kcal	24	g	4.09	g	48.23	g	33.48	g			2.11	g	0.16	g	0.064	g	419	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	16	d	27	1	23585	-5	-15	1	0		App - yuka, Apps
8480010207460	es					Muffins cacao con pepitas de chocolate													Eroski	eroski		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Nutriscore, Nutriscore D	en:nutriscore,en:nutriscore-grade-d	España	en:spain			0																							100g	100g			420	kcal	21	g	4.4	g	53	g	24	g	1.8	g	3.9	g	0.81	g	0.324	g	420	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	16	unknown		1		-5	-15	1	0		App - Yuka, Apps
4056489436485	de		Vanilkové muffini	Vegane Muffins		Magdalenas veganas sabor a vainilla			Magdalena Veganas						360g	90g	Kunststoff	en:plastic	Vemondo	vemondo		"Imbiss, Süßer Snack, Kekse und Kuchen, Kuchen, Muffins"	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Vegetarisch, Vegan, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegan, Nutriscore	en:vegetarian,en:vegan,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:nutriscore	Deutschland, Spanien	en:germany,en:spain	Lidl	lidl	0											"Pšeničná mouka, cukr, pitná voda, řepkový olej, rýže, pšeničný škrob, kypřící látky: difosforečnany, uhličitany sodné; rýžová mouka, regulátor kyselosti: octany sodné; přírodní aroma, kyselina: kyselina citronová; slunečnicový olej, zahušťovadlo: xanthan; jedlá sůl, kurkuma, stabilizátor: guma gellan."	Vegane Rührkuchen mit Vanillegeschmack. : Weizenmehl, Zucker, Wasser, Rapsöl, Reis, Weizenstärke, Backtriebmittel: Diphosphate, Natriumcarbonate; Reismehl, Sãureregulator: Natriumacetate; natürliches Aroma, Säuerungsmittel: Citronensäure: Sonnenblumenöl, Verdickungsmittel: Xanthan; Speisesalz, fårbendes Kurkuma, Stabilisator: Gellan. Kann Spuren von Schalenfrüchten, Eiern, Milch, Soja und Erdnüssen enthalten. Unter Schutzatmosphäre verpackt. Vor Wärme schützen und trocken lagern. Ungeöffnet mindestens haltbar bis: siehe Unterseite.		Harina de _trigo_, azúcar, agua, aceite de nabina, arroz, almidón de _trigo_, gasificantes (difosfatos, carbonatos de sodio), harina de arroz, corrector de acidez (acetatos de sodio), aroma natural, acidulante (ácido cítrico), aceite de girasol, espesante (goma xantana), sal, cúrcuma con efecto colorante, estabilizante (goma gellan).			"harina de trigo, azucar, agua, aceite de nabina, arroz, almidon de
trigo, gasificantes: difosfatos, carbonatos de sodio"		Gluten	en:gluten	Eier, Milch, Schalenfrüchte, Erdnüsse, Soja	en:eggs,en:milk,en:nuts,en:peanuts,en:soybeans	100g	100g	1579	kJ	377	kcal	17.7	g	1.6	g	50.2	g	23.8	g			3.8	g	0.85	g	0.34	g	1579	kJ																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	13	unknown		1		-5	-15	1	0		App - yuka, Apps, App - Open Food Facts, App - smoothie-openfoodfacts
