code	lc	product_name_ar	product_name_cs	product_name_de	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_it	product_name_nl	product_name_pt	generic_name_es	generic_name_fr	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	periods_after_opening	periods_after_opening_tags	origins	origins_tags	origin_cs	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_cs	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	energy_value	energy_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-dried_value	fruits-vegetables-nuts-dried_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_weight_measured	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_3_weight_measured	packaging_4_number_of_units	packaging_4_shape	nutriscore_grade_producer	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	data_sources
8480000825735	es					Magdalenas rellenas						Magdalenas con crema de cacao			420g	35g	Green dot	es:green-dot	Hacendado	hacendado		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:madeleines,en:chocolate-muffins	Punto Verde, Con aceite de girasol	en:green-dot,en:with-sunflower-oil	España	en:spain	Mercadona, Hacendado	mercadona,hacendado	0													wheat flour (gluten), sugar, refined sunflower oil (18.4%), cocoa cream (15.5%) (water, sugar, dextrose, refined sunflower oil, glycerin, hazelnut paste (nuts), cocoa powder 5%, thickener (modified starch), sucrose caramel, milk protein (milk), stabilizers (cellulose, carboxymethylcellulose), acidulant (lactic acid), preservative (sorbic acid), coloring (e171), salt, aroma), pasteurized liquid egg,  water, glucose and fructose syrup, gasifiers (diphosphates, sodium carbonates), thickener (xanthan gum), salt, preservative (potassium sorbate), aroma,	Harina de _trigo_ (_gluten_), azúcar, aceite refinado de girasol (18,4%), crema al cacao (15,5%) (agua, azúcar, dextrosa, aceite refinado de girasol, glicerina, pasta de _avellana_ (_frutos de cáscara_), cacao en polvo 5%, espesante (almidón modificado), caramelo de sacarosa, proteína _láctea_ (_leche_), estabilizantes (celulosa, carboximetilcelulosa), acidulante (ácido láctico), conservador (ácido sórbico), colorante (E171), sal, aroma), _huevo_ líquido pasteurizado, agua, jarabe de glucosa y fructosa, gasificantes (difosfatos, carbonatos de sodio), espesante (goma xantana), sal, conservador (sorbato potásico), aroma,					Huevos, Gluten, Leche, Frutos de cáscara, Láctea	en:eggs,en:gluten,en:milk,en:nuts,es:lactea			100g	100g	1734	kJ	415	kcal	24	g	3.2	g	45	g	28	g	1.5	g	4.6	g	0.61	g	0.244	g	1734	kJ																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	15	c	58	1	24632	-5	-15	1	0		App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood, App - Open Food Facts
8480010207477	es					Muffins Cacao con pepitas de chocolate									150 g				Eroski	eroski		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Nutriscore, Nutriscore D	en:nutriscore,en:nutriscore-grade-d	España	en:spain	Eroski	eroski	0																							100g	100g			420	kcal	21	g	4.4	g	53	g	24	g	1.8	g	3.9	g	0.81	g	0.324	g	420	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	16	unknown		1		-5	-15	1	0		App - Yuka, Apps
8410087290966	es					Muffins													Auchan	auchan		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Chocolate chip muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-chip-muffins			España	en:spain	Auchan	auchan	0																							100g	100g			456	kcal	26	g	4.5	g	49	g	26	g			5.0999999046326	g	0.85000002384186	g	0.340000009536744	g	456	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	17	unknown		1		-5	-15	1	0		App - yuka, Apps, App - El CoCo
8436541921627	es					Muffins sin gluten  chocolate						Muffins de chocolate sin gluten			90 g		Plástico	en:plastic	Sinblat	sinblat		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins	Sin gluten, Crossed Grain Trademark, FACE, Espiga Barrada (ELS) FACE	en:no-gluten,en:crossed-grain-trademark,es:face,es:espiga-barrada-els-face	España	en:spain			0									ES 20.046502/V EC	es-20-046502-v-ec				HUEV0*, azúcar, aceite de girasol alto oleico, 13% gotas de chocolate (azúcar, pasta de cacao, manateca de cacao, dextrosa, emulgente: lecitina de SOJA, aroma natural de vainilla), harina integral de arroz, agua, almidón de maíz, cacao en polvo, concentrado de zumo de uva, almidón de tapioca, almidón de arroz, emulgentes: ésteres poliglicéridos de los ácidos grasos, monoglicéridos y diglicéridos de ácidos grasos; fibra de remolacha, inulina, gasificantes: difosfatos, carbonato ácido de sodio, estabilizante: goma xantana; conservadores: propionato sódico, ácido sórbico; aroma. *HUEVO procedente de gallinas criadas en el suelo					Huevos, Soja	en:eggs,en:soybeans	Leche, Granos de sésamo	en:milk,en:sesame-seeds	100g	serving			425	kcal	24	g	4.7	g	44.8	g	31	g	3.8	g	5.5	g	1.04	g	0.416	g	425	kcal							en:plastic																	http://www.sinblat.es/productos/sin-gluten/	en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	15	d	32		23585	-5	-10	1	0		App - yuka, Apps
8431876274745	es					Muffins de chocolate sin gluten													Carrefour,CRF Específicos - Sin Gluten	carrefour,crf-especificos-sin-gluten		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Sin gluten, Agricultura sustentable, Certificado UTZ, UTZ Certified Cocoa	en:no-gluten,en:sustainable-farming,en:utz-certified,en:utz-certified-cocoa	España	en:spain	Carrefour	carrefour	0													egg, sugar, high oleic sunflower oil (17%), chocolate drops (13%)(sugar, cocoa paste, cocoa butter, dextrose, emulsifier (soy lecithin), natural vanilla flavor), whole wheat rice flour, water, corn starch, humectant (sorbitol), cocoa powder, potato fecula, emulsifiers (rice starch, fatty acid polyglyceride esters, monoglycerides, fatty acid diglycerides) gasifiers (sodium acid carbonate,  citric acid)beet fiber, inulin, preservatives(sodium propionate, sobico acid), stabilizer (xanthan gum)	"Huevo, Azucar, Aceite De Girasol Alto Oleico (17%), Gotas De Chocolate (13%)(Azucar, Pasta De Cacao, Manteca De Cacao, Dextrosa , Emulgente (Lecitina De Soja), Aroma Natural De Vainilla), Harina Integral De Arroz, Agua, Almidón De Maiz, Humectante(Sorbitol), Cacao En Polvo, Fecula De Patata, Emulgentes (Almidón De Arroz, Ésteres Poligliceridos De Ácidos Grasos, Monogliceridos , Digliceridos De Acidos Grasos) Gasificantes (Carbonato Ácido De Sodio, Ácido Cítrico)Fibra De Remolacha, Inulina, Conservadores(Propionato Sodico, Acido Sobico) , Estabilizante (Goma Xantana)"					Huevos, Leche, Frutos de cáscara, Granos de sésamo, Soja	en:eggs,en:milk,en:nuts,en:sesame-seeds,en:soybeans	Leche, Frutos de cáscara, Granos de sésamo	en:milk,en:nuts,en:sesame-seeds	100g	100g	1774	kJ	425	kcal	24	g	4.7	g	44.8	g	31.8	g	3.8	g	5.5	g	1.04	g	0.416	g	1774	kJ	0	g																							en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	16	unknown		1		-5	-15	1	10		App - yuka, Apps, Producers, Producer - carrefour-espana, App - InFood
5600499518267	pt							Choco-caramel muffins			Choco-caramel muffins				120g	60g	Cartão plástico papel	pt:cartao-plastico-papel	Prozis	prozis		Lanches comida, Lanches doces, Biscoitos e Bolos, Bolos, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			Portugal, Espanha	en:portugal,en:spain			0																		"Farinha de TRIGO, Edulcorante (Maltitol), OVo, Agua, Óleo de Girassol, Clara de OVO, Amido, Farinha de Malte de TRIGO, Oligofrutose, LEITE Magro em Pó, Oleo de Palma, Soro de LEITE em Pó, Pedaços de Caramelo (2.1%) (Xarope de Frutose, Xarope de Glucose, Concentrado de Maçã, Soro de LEITE em Po, MANTEIGA, Açúcar, Humidificante (Glicerol), Fibra de TRIGO, Óleo de Palma, Gelificante (Pectina), Aroma Natural, Regulador de Acidez (Acido LÁCTICO), Extrato de Arroz), Extrato de Malte de CEVADA, Amido Modificado, Cacau Magro em Pó (1.9%), Fibra de Limão, Levedantes (Difosfatos, Carbonatos de Sódio), Proteinas de LEITE, Sal, Estabilizadores (Carboximetilcelulose de Sódio, Goma Xantana, Goma de Guar), Emulsionante (Estearoil-2-Lactilato de Sódio), Aromas, Canela, Conservante (Sorbato de Potássio). Pode conter vestigias de soja, frutos de casca rija, amendoins, sementes de sésamo e sulfitos."	Ovos, Glúten, Leite	en:eggs,en:gluten,en:milk	Ovos, Nozes, Amendoins, Sementes de sésamo, Soja, Dióxido de enxofre e sulfitos	en:eggs,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans,en:sulphur-dioxide-and-sulphites	100g	100g			265	kcal	14	g	2.9	g	35	g	4.8	g	4.1	g	5.6	g	0.9	g	0.36	g	265	kcal							en:plastic																		en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	b	2	unknown				-5	-10	1	0	-10	App - yuka, Apps
8413675001746	es					Mini muffins									12 x 25 g				dulca	dulca		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			402	kcal	19.4	g	4.2	g	51.9	g	31.8	g			3.9	g	0.8	g	0.32	g	402	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	19	unknown		1		-5	-15	1	0		App - yuka, Apps
8413675001883	es					Muffins													dulca	dulca		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			401	kcal	19	g	3.5999999046326	g	52.799999237061	g	27.60000038147	g			3.5999999046326	g	0.9	g	0.36	g	401	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	17	unknown		1		-5	-15	1	0		App - yuka, Apps
4000539235405	en				Lindt Blueberry Muffin	Lindt Blueberry Muffin													lindt	lindt		Snacks, Sweet snacks, Biscuits and cakes, Cakes, Muffins, Fruit muffins, Blueberry muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:fruit-muffins,en:blueberry-muffins			Spain	en:spain			0													sugar, cocoa butter, whole milk powder, palm oil, cocoa mass, skim milk yoghurt p lactose, skim milk powder, wheat flour, blueberries (1%), emulsifier (soya and sunflower lecithin), flavourings, blueberry powder (0,2%), maltodextrin, fruit and plant concentrates (black carro natural vanilla flavourina, salt, raising agent (sodium hudrogen - and ammonium hydrogen carbonate), invert sugar, glucose fructose syrup, vanilla, may contain hazelnuts and other nuts ,						Gluten, Milk, Soybeans	en:gluten,en:milk,en:soybeans	Nuts	en:nuts	100g	100g			549	kcal	34	g	20	g	53	g	47	g			7	g	0.19	g	0.076	g	549	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	e	26	d	38	1	23950	-5	-15	1	0	-10	App - yuka, Apps, App - InFood
5600499521434	es					Blueberry muffins													Prozis	prozis		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Fruit muffins, en:Blueberry muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:fruit-muffins,en:blueberry-muffins			España	en:spain			0																							100g	100g			281	kcal	14	g	2.8	g	39	g	4.9	g			6.2	g	0.9	g	0.36	g	281	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	c	6	c	48	1	23950	-5	-15	1	0		App - yuka, Apps
5600499518960	es					Blueberry muffins																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Fruit muffins, en:Blueberry muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:fruit-muffins,en:blueberry-muffins			España	en:spain			0																							100g	100g			281	kcal	14	g	2.7999999523163	g	39	g	4.9000000953674	g			6.1999998092651	g	0.89999997615814	g	0.359999990463256	g	281	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	c	6	c	48	1	23950	-5	-15	1	0		App - yuka, Apps
8437013819008	es					Muffins con chips de chocolate																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, en:Galletas y pasteles, en:Pasteles	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:galletas-y-pasteles,en:pasteles			España	en:spain			0																							100g	100g			410	kcal	19	g	4.5	g	54	g	24	g			5.7	g	0.18	g	0.072	g	410	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	14	unknown		1		-5	-15	1	0		App - elcoco, App - yuka, Apps, App - El CoCo
2978104002955	es					Muffin fusion													Carrefour	carrefour		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain	Carrefour	carrefour	0																							100g	100g																																															en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	unknown		unknown		1		-5	-15	1	0		App - yuka, Apps
236827630000101429002000	es					Jugosa chocolate sin gluten													Mercadona	mercadona		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins, Pasteles de chocolate, Magdalenas de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins	Sin gluten, Punto Verde	en:no-gluten,en:green-dot	España	en:spain			0																							100g	100g			485	kcal	32	g	19	g	42	g	35	g			7.3	g	0.15	g	0.06	g	485	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	23	d	27	1	23585	-5	-15	1	0		App - yuka, Apps
8413675001685	es					Mini Muffins con chips de chocolate									300 g				dulca	dulca		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Punto Verde	en:green-dot	España	en:spain			0																							100g	100g			417	kcal	23.6	g	5.5	g	47.2	g	23.1	g			3.4	g	1.9	g	0.76	g	417	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	23	unknown		1		-5	-15	1	0		App - yuka, Apps
8437013910026	es				Muffin Cacao	Muffin Cacao													Muuglu	muuglu		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Sin gluten, Vegetariano, Vegano, Sin aceite de palma	en:no-gluten,en:vegetarian,en:vegan,en:no-palm-oil	España	en:spain			0														"Harina de maiz, azucar integral de cana, aceite de girasol,
harina de arroz, cacao en polvo 2,5%, agua, gasificante (bicarbonato sodico,
acido citrico, carbonato caleico) conservante (acido sorbico) humectante
(zumo de uval, aroma, sal."									100g	100g			317	kcal	9.7	g	3.6	g	55	g	24	g			2.5	g	0.79	g	0.316	g	317	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	14	unknown		1		-5	-15	1	0		App - elcoco, Apps, App - yuka, App - El CoCo
5600499504192	fr							Muffins choco chips gluten free											Prozis	prozis		Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Sans gluten	en:no-gluten	France, Espagne	en:france,en:spain			0																							100g	100g			414	kcal	24	g	5.4	g	45	g	26	g			4.6	g	0.24	g	0.096	g	414	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	16	unknown		1		-5	-15	1	0		App - elcoco, App - yuka, Apps, App - El CoCo
8410087291734	fr							Muffins											Dulcesol	dulcesol		Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			France, Espagne	en:france,en:spain			0																							100g	100g			460	kcal	26	g	4.6	g	50	g	26	g			5.1	g	0.83	g	0.332	g	460	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	17	unknown		1		-5	-15	1	0		App - elcoco, App - yuka, Apps, App - El CoCo
5600499520093	es					Protein muffins cocoa-caramel									2 x 30 g							Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0														"Harina de TRIGO, Edulcorante (Maltitol), HUEVO, Agua, Aceite de Girassol, Concentrado de Proteina de Suero de LECHE (8.1%) (Contiene Emulsionante (Lecitina de Girassol), Clara de HUEVO, Amidón , Harina de Malta de TRIGO, Oligofrutosa, LECHE Desnatada en Polvo, Aceite de Palma, Suero de LECHE en polvo, Trozos de Caramelo (2.1%)(Jarabe de Frutosa, Jarabe de Glucose, Concentrado de Manzan, Suero de LECHE en polvo, MANTEQUILLA, Azúcar, Humectante (Glicerina), Fibra de TRIGO, Aceite de Palma, Gelificante (Pectina), Aroma Natural, Corrector de Acidez (Ácido LÁCTICO), Extratco de Arroz, Extracto de Malta de CEBADA, Almidón Modificado, Cacao Magro en Polvo (1.6%). Fibra de Limón, Gasificantes (Difosfatos, Carbonatos de Sódio), Proteínas de LECHE, Sal, Estabilizantes (Carboximetilcelulosa Sódica, Goma Xantana, Goma de Guar), Emulsionante (Estearoil-2-Lactilato de Sódio) Aromas, Canela, Conservante (Sorbato de Potásico)."					Huevos, Gluten, Leche	en:eggs,en:gluten,en:milk			100g	100g																	0	g	0	g																											en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	unknown		unknown		1		-5	-15	1	0	-10	App - yuka, Apps
8410722590024	es					Mini Muffins																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			399	kcal	16	g	4.5	g	59.099998474121	g	28.89999961853	g			4.6999998092651	g	0.51999998092651	g	0.207999992370604	g	399	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	16	unknown		1		-5	-15	1	0		App - yuka, Apps
8437001586196	es					Mini muffins de cacao																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			419	kcal	21.1	g	3.6	g	52.1	g	28.5	g			5.1	g	1.1	g	0.44	g	419	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	18	unknown		1		-5	-15	1	0		App - yuka, Apps
8436042461073	es					Mini muffins																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			387	kcal	14.1	g	2.7	g	60.5	g	26.3	g			4.5	g	0.6	g	0.24	g	387	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	13	unknown		1		-5	-15	1	0		App - yuka, Apps
8423915011862	es					Mini muffins													Mandul	mandul		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			100	kcal	10	g	1	g	15	g	2	g			10	g	1	g	0.4	g	100	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	b	0	unknown		1		-5	-15	1	0		App - yuka, Apps
8437008860220	es					Mini Muffins													Prosalud	prosalud		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			356	kcal	11.2	g	2.2	g	58.4	g	26.1	g			4.9	g	0.88	g	0.352	g	356	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	14	unknown		1		-5	-15	1	0		App - yuka, Apps
8410387018093	es					Mini muffins																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			423	kcal	21	g	3.9	g	51	g	27	g			4.9	g	0.69	g	0.276	g	423	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	16	unknown		1		-5	-15	1	0		App - yuka, Apps
8436574640076	en				Muffins de vainilla con pepitas de chocolate sin gluten y sin aceite de palma										240 g				Airos	airos		Snacks, Sweet snacks, Biscuits and cakes, Cakes, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	No gluten, No palm oil	en:no-gluten,en:no-palm-oil	Spain	en:spain			0																							100g	100g																																															en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	unknown		unknown		1		-5	-15	1	0		
8413675001654	es					Muffins pepitas de chocolate									4 x 75 g				dulca	dulca		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g																																															en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	unknown		unknown		1		-5	-15	1	0		App - yuka, Apps
8437008693446	es					Mini muffins rellenas de cacao, con chips de chocolate									430 g				dulcinova	dulcinova		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			506	kcal	36.23	g	7.61	g	38.28	g	20.59	g			4.4	g	0.484	g	0.1936	g	506	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	e	19	unknown		1		-5	-15	1	0		App - yuka, Apps
8412670009641	es					Surtido muffins																Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			436	kcal	23.85000038147	g	4.4499998092651	g	48	g	23.200000762939	g			5.4499998092651	g	0.58999997377396	g	0.235999989509584	g	436	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	16	unknown		1		-5	-15	1	0		App - yuka, Apps
8437001398539	es					Muffins sin gluten													tentacelia	tentacelia		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins	Sin gluten, Sin lactosa	en:no-gluten,en:no-lactose	España	en:spain			0																							100g	100g			386	kcal	18	g	9.5	g	50	g	11	g			4.1	g	0.7	g	0.28	g	386	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	18	unknown		1		-5	-15	1	0		App - yuka, Apps
8410391501017	es					Muffins									245 g				heras bareche	heras-bareche		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0														"Harina de trigo, azúcar, huevo pasteurizado, aceites veğetales (girasol y soja, en proporción variable), jarabe de glucosa y fructosa, cacao désgrasado en polvo (2%), estrekas de azúcar (2%) (azúcar, aceitể de girasol, agua, almidón de patata, harina de arroz, aroma (vainilla); gasificantes (bicarbonato sódico, difosfato disódico), humectantes (glicerina, sorbitol), conservador (ácido sórbico), aroma de chocolate. Puede contener trazas de leche."					Gluten, Soja	en:gluten,en:soybeans	Leche	en:milk	100g	100g			436	kcal	21	g	3.2	g	56	g	29	g			5	g	0.6	g	0.24	g	436	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	d	16	unknown		1		-5	-15	1	0		App - yuka, Apps
2039799002108	es					Muffin oreo													Alcampo	alcampo		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g																																															en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	unknown		unknown		1		-5	-15	1	0		App - elcoco, Apps, App - El CoCo
8305680190587	es					Muffins de espelta con arándanos													uliako labea	uliako-labea		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			358	kcal	19	g	2.78	g	38.7	g	15.4	g			6.7	g	0.35	g	0.14	g	358	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	c	6	unknown		1		-5	-15	1	0		App - yuka, Apps
5600499520369	fr							Muffin cacahuète crunchy											Prozis	prozis		Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			France, Espagne	en:france,en:spain			0																							100g	100g			286	kcal	14	g	2.7	g	39	g	3.9	g	3.8	g	6.6	g	0.9	g	0.36	g	286	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	b	0	unknown		1		-5	-15	1	0		App - yuka, Apps, App - El CoCo
8410087293059	es					Muffins cereales y semillas													Dulcesol	dulcesol		Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Muffins	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins			España	en:spain			0																							100g	100g			482	kcal	26	g	4.5	g	50	g	26	g			9.7	g	0.85	g	0.34	g	482	kcal																									en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes		unknown	d	18	unknown		1		-5	-15	1	0		App - elcoco, Apps, App - yuka, App - El CoCo
